,hard_text,profession,gender,id
311,"He possesses Bank Secrecy Act/Anti-Money Laundering expertise, having provided services to multiple financial institutions and casino operations. Mr. Graessle helped develop a rules-based analytical and compliance process, BlackBox, launched in early 2017. BlackBox operates as an external control over financial and operational processes and helps protect assets and data through discovery of errors, omissions, thefts, and frauds at organizations without the risk of compromise associated with traditional internal control processes. Mr. Graessle recently co-authored an article on cyber-security slated for publication in Fall 2017, in Strategic Finance, a publication of the Institute of Management Accountants.",accountant,M,311
312,"Previously to “The Concourse”, that he co-wrote and directed, he worked as assistant director on “Beauty in the Rubble” and “Hidden Beauty: Tokyo”, documentaries both shot in Japan in 2015.",filmmaker,M,312
313,"He is professionally affiliated with Orlando Health. After attending the University of Puerto Rico School of Medicine, Dr. Amundaray completed his residency training at a hospital affiliated with the University of Puerto Rico. Patient reviews placed him at an average of 4.0 stars out of 5. Blue Cross Blue Shield EPO, Blue Cross Blue Shield Bronze, and Blue Cross Blue Shield Gold are among the insurance carriers that Dr. Amundaray honors.",physician,M,313
314,"He introduced the character of Kent Taylor, decorated Navy SEAL turned serial killer, in his debut novel, ""The Nowhere Man"". Vince earned his juris doctor from St. John’s Law School in New York. A native New Yorker, he and his wife Gwen, a native of southern Louisiana, met while attending Loyola University in New Orleans. They currently reside in south Florida. The Sachars have three children: David, Victoria, and Jonathan, who, along with their respective spouses and children, comprise the greatest legacy Vince and Gwen possess.",attorney,M,314
315,"Based in Wright Lindsey Jennings’ Rogers office, he defends medical malpractice lawsuits and provides consultation in a variety of areas, including compliance, Stark Law, anti-kickback, false claims, antitrust, HIPAA, telemedicine, employment agreements, purchase/sale agreements, tax issues, corporate formation, reimbursement, contractual issues and risk management. Ritter is an experienced trial attorney who provides clients with aggressive and comprehensive discovery and deposition tactics, thorough client and expert witness preparation, tailored defense strategies and liability assessment.",attorney,M,315
316,In recent years he has investigated the displacement of Muslim fishing families by a World Bank Group-financed coal plant in India; the U.S. government’s accommodation of Shell’s Arctic drilling plans; the manmade earthquakes plaguing the American Midwest; conflicts within the Gulf of Mexico snapper-fishing industry; and the social havoc wreaked by coastal land loss in Louisiana. Yeoman has reported extensively on the conservative takeover of North Carolina’s state government and the resulting Moral Monday protest movement. His web site is http://barryyeoman.com. Last updated July 2017,journalist,M,316
317,She assists individuals and their families with preparing for the future by offering them financial solutions that protect their monetary funds and other assets.,attorney,F,317
318,"Dr. Kirti Parikh practices at Dr. Kirti Clinic in Waghodia Road, Vadodara. He completed MBBS from University Of Calcuta, India in 1981. He is a member of Indian Medical Association (IMA). Service provided by the doctor is: Health Checkup (General).",physician,M,318
319,Jan opened her first Neurological Care Centre in April 2001. P J Care Ltd has grown to become the national leader in providing specialised nursing care to people with progressive neurological conditions and Acquired Brain and Spinal Injuries. P J Care holds the Gold Investors in People Award.,nurse,F,319
320,"She posted an AMAZING video to Facebook regarding the flu and how it is spread, along with great tips on home treatment. For her time and effort, she is being reported to the Board of Registered Nursing and her hospital.",nurse,F,320
321,"He received his BA, MA, MPhil and PhD (all in economics) from Columbia. Most of Sampat's research focuses on issues at the intersection of health policy and innovation policy. His current projects include (1) various empirical studies of drug and life science patent policy in the U.S. and developing countries (2) evaluating the validity of different approaches to measure science, innovation and science-technology linkages (3) examining whether and when science is self-correcting and (4) assessing the impact of federal indirect cost recovery policy on the biomedical research enterprise. His previous work includes research on the political economy of the NIH, patent examination and patent quality, and the roles of academic patenting in university-industry technology transfer.",professor,M,321
322,"In 2014 she completed a sixth month mission supporting the Syrian crisis IYCF-E response through a partnership agreement between Save the Children Jordan and the UNICEF Jordan country office, with financial support from the UNICEF Middle East North Africa Regional Office.",dietitian,F,322
